	Ticker Symbol	Years	Period Ending	Period Ending Year	Total Revenue	Cost of Goods Sold	 Sales, General and Admin. 	Research and Development	Other Operating Items	GICS Sector	GICS Sub Industry	Gross Margin 1-(COGS/Total revenue)	Operating Margin [Operating profit or Income/Total revenue]	Operating profit [Gross profit - Total operatign expenses]	Gross profit [Total revenue - COGS]
152	ARNC	Year 1	12/31/2012	2012	$23,700,000,000	$20,401,000,000	$997,000,000	$197,000,000	$1,460,000,000	Industrials	Aerospace & Defense	0.14	0.03	$645,000,000	$3,299,000,000
153	ARNC	Year 2	12/31/2013	2013	$23,032,000,000	$19,286,000,000	$1,008,000,000	$192,000,000	$1,421,000,000	Industrials	Aerospace & Defense	0.16	0.05	$1,125,000,000	$3,746,000,000
154	ARNC	Year 3	12/31/2014	2014	$23,906,000,000	$19,137,000,000	$995,000,000	$218,000,000	$1,371,000,000	Industrials	Aerospace & Defense	0.20	0.09	$2,185,000,000	$4,769,000,000
155	ARNC	Year 4	12/31/2015	2015	$22,534,000,000	$18,069,000,000	$979,000,000	$238,000,000	$1,280,000,000	Industrials	Aerospace & Defense	0.20	0.09	$1,968,000,000	$4,465,000,000
156	ATVI	Year 1	12/31/2012	2012	$4,856,000,000	$1,662,000,000	$1,139,000,000	$604,000,000	$0	Information Technology	Home Entertainment Software	0.66	0.30	$1,451,000,000	$3,194,000,000
157	ATVI	Year 2	12/31/2013	2013	$4,583,000,000	$1,531,000,000	$1,096,000,000	$584,000,000	$0	Information Technology	Home Entertainment Software	0.67	0.30	$1,372,000,000	$3,052,000,000
158	ATVI	Year 3	12/31/2014	2014	$4,408,000,000	$1,525,000,000	$1,129,000,000	$571,000,000	$0	Information Technology	Home Entertainment Software	0.65	0.27	$1,183,000,000	$2,883,000,000
159	ATVI	Year 4	12/31/2015	2015	$4,664,000,000	$1,585,000,000	$1,114,000,000	$646,000,000	$0	Information Technology	Home Entertainment Software	0.66	0.28	$1,319,000,000	$3,079,000,000
164	AVGO	Year 1	11/1/2015	2015	$6,824,000,000	$3,271,000,000	$486,000,000	$1,049,000,000	$249,000,000	Information Technology	Semiconductors	0.52	0.26	$1,769,000,000	$3,553,000,000
165	AVGO	Year 2	10/30/2016	2016	$13,240,000,000	$7,300,000,000	$806,000,000	$2,674,000,000	$1,873,000,000	Information Technology	Semiconductors	0.45	0.04	$587,000,000	$5,940,000,000
166	AVY	Year 1	12/31/2012	2012	$5,863,500,000	$4,335,300,000	$1,148,900,000	$0	$0	Materials	Paper Packaging	0.26	0.06	$379,300,000	$1,528,200,000
167	AVY	Year 2	12/28/2013	2013	$6,140,000,000	$4,502,300,000	$1,174,200,000	$0	$0	Materials	Paper Packaging	0.27	0.08	$463,500,000	$1,637,700,000
168	AVY	Year 3	1/3/2015	2015	$6,330,300,000	$4,679,100,000	$1,158,900,000	$0	$0	Materials	Paper Packaging	0.26	0.08	$492,300,000	$1,651,200,000
169	AVY	Year 4	1/2/2016	2016	$5,966,900,000	$4,321,100,000	$1,108,100,000	$0	$0	Materials	Paper Packaging	0.28	0.09	$537,700,000	$1,645,800,000
170	AWK	Year 1	12/31/2012	2012	$2,853,926,000	$1,329,500,000	$220,758,000	$0	$380,402,000	Utilities	Water Utilities	0.53	0.32	$923,266,000	$1,524,426,000
171	AWK	Year 2	12/31/2013	2013	$2,879,000,000	$1,289,000,000	$234,000,000	$0	$407,000,000	Utilities	Water Utilities	0.55	0.33	$949,000,000	$1,590,000,000
172	AWK	Year 3	12/31/2014	2014	$3,011,000,000	$1,350,000,000	$236,000,000	$0	$424,000,000	Utilities	Water Utilities	0.55	0.33	$1,001,000,000	$1,661,000,000
173	AWK	Year 4	12/31/2015	2015	$3,159,000,000	$1,404,000,000	$243,000,000	$0	$440,000,000	Utilities	Water Utilities	0.56	0.34	$1,072,000,000	$1,755,000,000
174	AXP	Year 1	12/31/2012	2012	$33,781,000,000	$480,000,000	$23,392,000,000	$0	$1,712,000,000	Financials	Consumer Finance	0.99	0.24	$8,197,000,000	$33,301,000,000
175	AXP	Year 2	12/31/2013	2013	$34,828,000,000	$442,000,000	$23,150,000,000	$0	$1,832,000,000	Financials	Consumer Finance	0.99	0.27	$9,404,000,000	$34,386,000,000
176	AXP	Year 3	12/31/2014	2014	$35,895,000,000	$373,000,000	$23,153,000,000	$0	$2,044,000,000	Financials	Consumer Finance	0.99	0.29	$10,325,000,000	$35,522,000,000
177	AXP	Year 4	12/31/2015	2015	$34,441,000,000	$475,000,000	$22,892,000,000	$0	$1,988,000,000	Financials	Consumer Finance	0.99	0.26	$9,086,000,000	$33,966,000,000
178	AYI	Year 1	8/31/2013	2013	$2,089,100,000	$1,251,500,000	$607,600,000	$0	$0	Industrials	Electrical Components & Equipment	0.40	0.11	$230,000,000	$837,600,000
179	AYI	Year 2	8/31/2014	2014	$2,393,500,000	$1,414,300,000	$680,300,000	$0	$0	Industrials	Electrical Components & Equipment	0.41	0.12	$298,900,000	$979,200,000
180	AYI	Year 3	8/31/2015	2015	$2,706,700,000	$1,561,100,000	$756,900,000	$0	$0	Industrials	Electrical Components & Equipment	0.42	0.14	$388,700,000	$1,145,600,000
181	AYI	Year 4	8/31/2016	2016	$3,291,300,000	$1,855,100,000	$946,000,000	$0	$0	Industrials	Electrical Components & Equipment	0.44	0.15	$490,200,000	$1,436,200,000
182	AZO	Year 1	8/31/2013	2013	$9,147,530,000	$4,406,595,000	$2,967,837,000	$0	$0	Consumer Discretionary	Specialty Stores	0.52	0.19	$1,773,098,000	$4,740,935,000
183	AZO	Year 2	8/30/2014	2014	$9,475,313,000	$4,540,406,000	$3,104,684,000	$0	$0	Consumer Discretionary	Specialty Stores	0.52	0.19	$1,830,223,000	$4,934,907,000
184	AZO	Year 3	8/29/2015	2015	$10,187,340,000	$4,860,309,000	$3,373,980,000	$0	$0	Consumer Discretionary	Specialty Stores	0.52	0.19	$1,953,051,000	$5,327,031,000
185	AZO	Year 4	8/27/2016	2016	$10,635,676,000	$5,026,940,000	$3,548,341,000	$0	$0	Consumer Discretionary	Specialty Stores	0.53	0.19	$2,060,395,000	$5,608,736,000
186	BA	Year 1	12/31/2013	2013	$86,623,000,000	$73,268,000,000	$3,742,000,000	$3,071,000,000	$0	Industrials	Aerospace & Defense	0.15	0.08	$6,542,000,000	$13,355,000,000
187	BA	Year 2	12/31/2014	2014	$90,762,000,000	$76,752,000,000	$3,480,000,000	$3,047,000,000	$0	Industrials	Aerospace & Defense	0.15	0.08	$7,483,000,000	$14,010,000,000
188	BA	Year 3	12/31/2015	2015	$96,114,000,000	$82,088,000,000	$3,251,000,000	$3,331,000,000	$0	Industrials	Aerospace & Defense	0.15	0.08	$7,444,000,000	$14,026,000,000
189	BA	Year 4	12/31/2016	2016	$94,571,000,000	$80,790,000,000	$3,313,000,000	$4,627,000,000	$0	Industrials	Aerospace & Defense	0.15	0.06	$5,841,000,000	$13,781,000,000
190	BAC	Year 1	12/31/2012	2012	$100,078,000,000	$3,753,000,000	$70,829,000,000	$0	$9,433,000,000	Financials	Banks	0.96	0.16	$16,063,000,000	$96,325,000,000
191	BAC	Year 2	12/31/2013	2013	$101,697,000,000	$3,034,000,000	$68,128,000,000	$0	$4,642,000,000	Financials	Banks	0.97	0.25	$25,893,000,000	$98,663,000,000
192	BAC	Year 3	12/31/2014	2014	$95,181,000,000	$2,656,000,000	$74,181,000,000	$0	$3,211,000,000	Financials	Banks	0.97	0.16	$15,133,000,000	$92,525,000,000
193	BAC	Year 4	12/31/2015	2015	$93,056,000,000	$2,204,000,000	$56,358,000,000	$0	$3,995,000,000	Financials	Banks	0.98	0.33	$30,499,000,000	$90,852,000,000
194	BAX	Year 1	12/31/2012	2012	$13,936,000,000	$6,802,000,000	$3,283,000,000	$1,081,000,000	$0	Health Care	Health Care Equipment	0.51	0.20	$2,770,000,000	$7,134,000,000
195	BAX	Year 2	12/31/2013	2013	$9,413,000,000	$5,251,000,000	$3,084,000,000	$582,000,000	$0	Health Care	Health Care Equipment	0.44	0.05	$496,000,000	$4,162,000,000
196	BAX	Year 3	12/31/2014	2014	$10,719,000,000	$6,138,000,000	$3,315,000,000	$610,000,000	$0	Health Care	Health Care Equipment	0.43	0.06	$656,000,000	$4,581,000,000
197	BAX	Year 4	12/31/2015	2015	$9,968,000,000	$5,822,000,000	$3,094,000,000	$603,000,000	$0	Health Care	Health Care Equipment	0.42	0.05	$449,000,000	$4,146,000,000
198	BBBY	Year 1	3/2/2013	2013	$10,914,585,000	$6,525,830,000	$2,750,537,000	$0	$0	Consumer Discretionary	Specialty Stores	0.40	0.15	$1,638,218,000	$4,388,755,000
199	BBBY	Year 2	3/1/2014	2014	$11,503,963,000	$6,938,381,000	$2,950,995,000	$0	$0	Consumer Discretionary	Specialty Stores	0.40	0.14	$1,614,587,000	$4,565,582,000
200	BBBY	Year 3	2/28/2015	2015	$11,881,176,000	$7,261,397,000	$3,065,486,000	$0	$0	Consumer Discretionary	Specialty Stores	0.39	0.13	$1,554,293,000	$4,619,779,000
201	BBBY	Year 4	2/27/2016	2016	$12,103,887,000	$7,483,577,000	$3,205,407,000	$0	$0	Consumer Discretionary	Specialty Stores	0.38	0.12	$1,414,903,000	$4,620,310,000
202	BBT	Year 1	12/31/2012	2012	$10,737,000,000	$429,000,000	$5,650,000,000	$0	$1,167,000,000	Financials	Banks	0.96	0.33	$3,491,000,000	$10,308,000,000
203	BBT	Year 2	12/31/2013	2013	$10,543,000,000	$301,000,000	$5,625,000,000	$0	$698,000,000	Financials	Banks	0.97	0.37	$3,919,000,000	$10,242,000,000
204	BBT	Year 3	12/31/2014	2014	$9,998,000,000	$239,000,000	$5,715,000,000	$0	$342,000,000	Financials	Banks	0.98	0.37	$3,702,000,000	$9,759,000,000
205	BBT	Year 4	12/31/2015	2015	$10,346,000,000	$233,000,000	$5,996,000,000	$0	$533,000,000	Financials	Banks	0.98	0.35	$3,584,000,000	$10,113,000,000
206	BBY	Year 1	3/3/2012	2012	$45,457,000,000	$34,473,000,000	$8,755,000,000	$0	$0	Consumer Discretionary	Computer & Electronics Retail	0.24	0.05	$2,229,000,000	$10,984,000,000
207	BBY	Year 2	2/1/2014	2014	$40,611,000,000	$31,212,000,000	$8,106,000,000	$0	$0	Consumer Discretionary	Computer & Electronics Retail	0.23	0.03	$1,293,000,000	$9,399,000,000
208	BBY	Year 3	1/31/2015	2015	$40,339,000,000	$31,292,000,000	$7,592,000,000	$0	$0	Consumer Discretionary	Computer & Electronics Retail	0.22	0.04	$1,455,000,000	$9,047,000,000
209	BBY	Year 4	1/30/2016	2016	$39,528,000,000	$30,337,000,000	$7,618,000,000	$0	$0	Consumer Discretionary	Computer & Electronics Retail	0.23	0.04	$1,573,000,000	$9,191,000,000
210	BCR	Year 1	12/31/2013	2013	$3,049,500,000	$1,194,400,000	$920,300,000	$295,700,000	$0	Health Care	Health Care Equipment	0.61	0.21	$639,100,000	$1,855,100,000
211	BCR	Year 2	12/31/2014	2014	$3,323,600,000	$1,258,600,000	$981,500,000	$302,000,000	$0	Health Care	Health Care Equipment	0.62	0.24	$781,500,000	$2,065,000,000
212	BCR	Year 3	12/31/2015	2015	$3,416,000,000	$1,301,200,000	$1,012,100,000	$259,200,000	$0	Health Care	Health Care Equipment	0.62	0.25	$843,500,000	$2,114,800,000
213	BCR	Year 4	12/31/2016	2016	$3,714,000,000	$1,371,700,000	$1,101,900,000	$292,800,000	$0	Health Care	Health Care Equipment	0.63	0.26	$947,600,000	$2,342,300,000
214	BDX	Year 1	9/30/2013	2013	$8,054,000,000	$3,883,000,000	$2,422,000,000	$494,000,000	$0	Health Care	Health Care Equipment	0.52	0.16	$1,255,000,000	$4,171,000,000
215	BDX	Year 2	9/30/2014	2014	$8,446,000,000	$4,145,000,000	$2,145,000,000	$550,000,000	$0	Health Care	Health Care Equipment	0.51	0.19	$1,606,000,000	$4,301,000,000
216	BDX	Year 3	9/30/2015	2015	$10,282,000,000	$5,587,000,000	$2,563,000,000	$632,000,000	$0	Health Care	Health Care Equipment	0.46	0.15	$1,500,000,000	$4,695,000,000
217	BDX	Year 4	9/30/2016	2016	$12,483,000,000	$6,492,000,000	$3,005,000,000	$828,000,000	$0	Health Care	Health Care Equipment	0.48	0.17	$2,158,000,000	$5,991,000,000
218	BHI	Year 1	12/31/2013	2013	$22,364,000,000	$18,553,000,000	$1,306,000,000	$556,000,000	$0	Energy	Oil & Gas Equipment & Services	0.17	0.09	$1,949,000,000	$3,811,000,000
219	BHI	Year 2	12/31/2014	2014	$24,551,000,000	$19,746,000,000	$1,333,000,000	$613,000,000	$0	Energy	Oil & Gas Equipment & Services	0.20	0.12	$2,859,000,000	$4,805,000,000
220	BHI	Year 3	12/31/2015	2015	$15,742,000,000	$14,415,000,000	$969,000,000	$466,000,000	$0	Energy	Oil & Gas Equipment & Services	0.08	-0.01	-$108,000,000	$1,327,000,000
221	BHI	Year 4	12/31/2016	2016	$9,841,000,000	$9,973,000,000	$815,000,000	$384,000,000	$0	Energy	Oil & Gas Equipment & Services	-0.01	-0.14	-$1,331,000,000	-$132,000,000
222	BIIB	Year 1	12/31/2013	2013	$6,932,200,000	$857,700,000	$1,797,000,000	$1,444,100,000	$342,900,000	Health Care	Biotechnology	0.88	0.36	$2,490,500,000	$6,074,500,000
223	BIIB	Year 2	12/31/2014	2014	$9,703,300,000	$1,171,000,000	$2,193,400,000	$1,893,400,000	$489,800,000	Health Care	Biotechnology	0.88	0.41	$3,955,700,000	$8,532,300,000
224	BIIB	Year 3	12/31/2015	2015	$10,763,800,000	$1,240,400,000	$2,143,600,000	$2,012,800,000	$382,600,000	Health Care	Biotechnology	0.88	0.46	$4,984,400,000	$9,523,400,000
225	BIIB	Year 4	12/31/2016	2016	$11,448,800,000	$1,478,700,000	$1,972,900,000	$1,973,300,000	$385,600,000	Health Care	Biotechnology	0.87	0.49	$5,638,300,000	$9,970,100,000
230	BLL	Year 1	12/31/2012	2012	$8,735,700,000	$7,174,000,000	$488,300,000	$0	$282,900,000	Materials	Metal & Glass Containers	0.18	0.09	$790,500,000	$1,561,700,000
231	BLL	Year 2	12/31/2013	2013	$8,468,100,000	$6,875,400,000	$497,400,000	$0	$299,900,000	Materials	Metal & Glass Containers	0.19	0.09	$795,400,000	$1,592,700,000
232	BLL	Year 3	12/31/2014	2014	$8,570,000,000	$6,903,500,000	$547,000,000	$0	$280,900,000	Materials	Metal & Glass Containers	0.19	0.10	$838,600,000	$1,666,500,000
233	BLL	Year 4	12/31/2015	2015	$7,997,000,000	$6,460,300,000	$646,000,000	$0	$285,500,000	Materials	Metal & Glass Containers	0.19	0.08	$605,200,000	$1,536,700,000
234	BMY	Year 1	12/31/2012	2012	$17,621,000,000	$4,610,000,000	$5,017,000,000	$3,904,000,000	$0	Health Care	Health Care Distributors	0.74	0.23	$4,090,000,000	$13,011,000,000
235	BMY	Year 2	12/31/2013	2013	$16,385,000,000	$4,619,000,000	$4,939,000,000	$3,731,000,000	$0	Health Care	Health Care Distributors	0.72	0.19	$3,096,000,000	$11,766,000,000
236	BMY	Year 3	12/31/2014	2014	$15,879,000,000	$3,932,000,000	$4,822,000,000	$4,534,000,000	$0	Health Care	Health Care Distributors	0.75	0.16	$2,591,000,000	$11,947,000,000
237	BMY	Year 4	12/31/2015	2015	$16,560,000,000	$3,909,000,000	$4,841,000,000	$5,920,000,000	$0	Health Care	Health Care Distributors	0.76	0.11	$1,890,000,000	$12,651,000,000
238	BSX	Year 1	12/31/2012	2012	$7,249,000,000	$2,349,000,000	$2,529,000,000	$886,000,000	$395,000,000	Health Care	Health Care Equipment	0.68	0.15	$1,090,000,000	$4,900,000,000
239	BSX	Year 2	12/31/2013	2013	$7,143,000,000	$2,174,000,000	$2,678,000,000	$861,000,000	$410,000,000	Health Care	Health Care Equipment	0.70	0.14	$1,020,000,000	$4,969,000,000
240	BSX	Year 3	12/31/2014	2014	$7,380,000,000	$2,210,000,000	$2,817,000,000	$817,000,000	$438,000,000	Health Care	Health Care Equipment	0.70	0.15	$1,098,000,000	$5,170,000,000
241	BSX	Year 4	12/31/2015	2015	$7,477,000,000	$2,173,000,000	$2,996,000,000	$876,000,000	$495,000,000	Health Care	Health Care Equipment	0.71	0.13	$937,000,000	$5,304,000,000
242	BWA	Year 1	12/31/2013	2013	$7,436,600,000	$5,879,100,000	$702,300,000	$0	$0	Consumer Discretionary	Auto Parts & Equipment	0.21	0.11	$855,200,000	$1,557,500,000
243	BWA	Year 2	12/31/2014	2014	$8,305,100,000	$6,548,700,000	$792,700,000	$0	$0	Consumer Discretionary	Auto Parts & Equipment	0.21	0.12	$963,700,000	$1,756,400,000
244	BWA	Year 3	12/31/2015	2015	$8,023,200,000	$6,320,100,000	$763,400,000	$0	$0	Consumer Discretionary	Auto Parts & Equipment	0.21	0.12	$939,700,000	$1,703,100,000
245	BWA	Year 4	12/31/2016	2016	$9,071,000,000	$7,137,900,000	$1,707,200,000	$0	$0	Consumer Discretionary	Auto Parts & Equipment	0.21	0.02	$225,900,000	$1,933,100,000
246	BXP	Year 1	12/31/2012	2012	$1,847,186,000	$667,208,000	$93,782,000	$0	$445,875,000	Real Estate	REITs	0.64	0.35	$640,321,000	$1,179,978,000
247	BXP	Year 2	12/31/2013	2013	$2,135,539,000	$771,403,000	$117,073,000	$0	$560,637,000	Real Estate	REITs	0.64	0.32	$686,426,000	$1,364,136,000
248	BXP	Year 3	12/31/2014	2014	$2,396,998,000	$864,526,000	$102,077,000	$0	$628,573,000	Real Estate	REITs	0.64	0.33	$801,822,000	$1,532,472,000
249	BXP	Year 4	12/31/2015	2015	$2,490,821,000	$904,336,000	$97,578,000	$0	$639,542,000	Real Estate	REITs	0.64	0.34	$849,365,000	$1,586,485,000
254	CAG	Year 1	5/26/2013	2013	$13,469,300,000	$10,104,400,000	$2,065,900,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.25	0.10	$1,299,000,000	$3,364,900,000
255	CAG	Year 2	5/25/2014	2014	$11,838,200,000	$8,910,800,000	$1,778,900,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.25	0.10	$1,148,500,000	$2,927,400,000
256	CAG	Year 3	5/31/2015	2015	$11,937,000,000	$9,061,400,000	$1,545,300,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.24	0.11	$1,330,300,000	$2,875,600,000
257	CAG	Year 4	5/29/2016	2016	$11,642,900,000	$8,552,100,000	$2,209,400,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.27	0.08	$881,400,000	$3,090,800,000
258	CAH	Year 1	6/30/2013	2013	$101,093,000,000	$96,172,000,000	$2,875,000,000	$0	$158,000,000	Health Care	Health Care Distributors	0.05	0.02	$1,888,000,000	$4,921,000,000
259	CAH	Year 2	6/30/2014	2014	$91,084,000,000	$85,923,000,000	$3,028,000,000	$0	$223,000,000	Health Care	Health Care Distributors	0.06	0.02	$1,910,000,000	$5,161,000,000
260	CAH	Year 3	6/30/2015	2015	$102,531,000,000	$96,819,000,000	$3,240,000,000	$0	$281,000,000	Health Care	Health Care Distributors	0.06	0.02	$2,191,000,000	$5,712,000,000
261	CAH	Year 4	6/30/2016	2016	$121,546,000,000	$115,003,000,000	$3,648,000,000	$0	$459,000,000	Health Care	Health Care Distributors	0.05	0.02	$2,436,000,000	$6,543,000,000
262	CAT	Year 1	12/31/2013	2013	$55,656,000,000	$41,454,000,000	$6,528,000,000	$2,046,000,000	$0	Industrials	Construction & Farm Machinery & Heavy Trucks	0.26	0.10	$5,628,000,000	$14,202,000,000
263	CAT	Year 2	12/31/2014	2014	$55,184,000,000	$41,342,000,000	$8,148,000,000	$2,380,000,000	$0	Industrials	Construction & Farm Machinery & Heavy Trucks	0.25	0.06	$3,314,000,000	$13,842,000,000
264	CAT	Year 3	12/31/2015	2015	$47,011,000,000	$34,133,000,000	$6,974,000,000	$2,119,000,000	$0	Industrials	Construction & Farm Machinery & Heavy Trucks	0.27	0.08	$3,785,000,000	$12,878,000,000
265	CAT	Year 4	12/31/2016	2016	$38,537,000,000	$28,905,000,000	$6,588,000,000	$1,951,000,000	$0	Industrials	Construction & Farm Machinery & Heavy Trucks	0.25	0.03	$1,093,000,000	$9,632,000,000
266	CB	Year 1	12/31/2012	2012	$17,936,000,000	$12,620,000,000	$2,096,000,000	$0	-$6,000,000	Financials	Property & Casualty Insurance	0.30	0.18	$3,226,000,000	$5,316,000,000
267	CB	Year 2	12/31/2013	2013	$19,261,000,000	$12,522,000,000	$2,211,000,000	$0	$15,000,000	Financials	Property & Casualty Insurance	0.35	0.23	$4,513,000,000	$6,739,000,000
268	CB	Year 3	12/31/2014	2014	$19,171,000,000	$13,241,000,000	$2,245,000,000	$0	-$82,000,000	Financials	Property & Casualty Insurance	0.31	0.20	$3,767,000,000	$5,930,000,000
269	CB	Year 4	12/31/2015	2015	$18,987,000,000	$12,968,000,000	$2,270,000,000	$0	$120,000,000	Financials	Property & Casualty Insurance	0.32	0.19	$3,629,000,000	$6,019,000,000
270	CBG	Year 1	12/31/2012	2012	$6,514,099,000	$5,745,428,000	$0	$0	$169,645,000	Real Estate	Real Estate Services	0.12	0.09	$599,026,000	$768,671,000
271	CBG	Year 2	12/31/2013	2013	$7,184,794,000	$6,293,699,000	$0	$0	$190,390,000	Real Estate	Real Estate Services	0.12	0.10	$700,705,000	$891,095,000
272	CBG	Year 3	12/31/2014	2014	$9,049,918,000	$8,050,222,000	$0	$0	$265,101,000	Real Estate	Real Estate Services	0.11	0.08	$734,595,000	$999,696,000
273	CBG	Year 4	12/31/2015	2015	$10,855,810,000	$9,716,541,000	$0	$0	$314,096,000	Real Estate	Real Estate Services	0.10	0.08	$825,173,000	$1,139,269,000
274	CCI	Year 1	12/31/2012	2012	$2,432,680,000	$728,989,000	$212,572,000	$0	$622,592,000	Real Estate	REITs	0.70	0.36	$868,527,000	$1,703,691,000
275	CCI	Year 2	12/31/2013	2013	$2,865,751,000	$991,017,000	$213,519,000	$0	$741,342,000	Real Estate	REITs	0.65	0.32	$919,873,000	$1,874,734,000
276	CCI	Year 3	12/31/2014	2014	$3,538,756,000	$1,306,606,000	$257,296,000	$0	$985,781,000	Real Estate	REITs	0.63	0.28	$989,073,000	$2,232,150,000
277	CCI	Year 4	12/31/2015	2015	$3,663,851,000	$1,321,426,000	$310,921,000	$0	$1,036,178,000	Real Estate	REITs	0.64	0.27	$995,326,000	$2,342,425,000
278	CCL	Year 1	11/30/2013	2013	$15,456,000,000	$10,645,000,000	$1,879,000,000	$0	$1,590,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.31	0.09	$1,342,000,000	$4,811,000,000
279	CCL	Year 2	11/30/2014	2014	$15,884,000,000	$10,421,000,000	$2,054,000,000	$0	$1,637,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.34	0.11	$1,772,000,000	$5,463,000,000
280	CCL	Year 3	11/30/2015	2015	$15,714,000,000	$9,447,000,000	$2,067,000,000	$0	$1,626,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.40	0.16	$2,574,000,000	$6,267,000,000
281	CCL	Year 4	11/30/2016	2016	$16,389,000,000	$9,383,000,000	$2,197,000,000	$0	$1,738,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.43	0.19	$3,071,000,000	$7,006,000,000
282	CELG	Year 1	12/31/2013	2013	$6,493,900,000	$340,400,000	$1,684,500,000	$2,226,200,000	$262,800,000	Health Care	Biotechnology	0.95	0.30	$1,980,000,000	$6,153,500,000
283	CELG	Year 2	12/31/2014	2014	$7,670,400,000	$385,900,000	$2,027,900,000	$2,430,600,000	$258,300,000	Health Care	Biotechnology	0.95	0.33	$2,567,700,000	$7,284,500,000
284	CELG	Year 3	12/31/2015	2015	$9,256,000,000	$420,100,000	$2,305,400,000	$3,697,300,000	$279,000,000	Health Care	Biotechnology	0.95	0.28	$2,554,200,000	$8,835,900,000
285	CELG	Year 4	12/31/2016	2016	$11,229,200,000	$438,000,000	$2,657,700,000	$4,470,100,000	$459,000,000	Health Care	Biotechnology	0.96	0.29	$3,204,400,000	$10,791,200,000
286	CERN	Year 1	12/28/2013	2013	$2,910,748,000	$514,722,000	$1,468,434,000	$338,786,000	$12,794,000	Health Care	Health Care Technology	0.82	0.20	$576,012,000	$2,396,026,000
287	CERN	Year 2	1/3/2015	2015	$3,402,703,000	$604,377,000	$1,628,961,000	$392,805,000	$13,476,000	Health Care	Health Care Technology	0.82	0.22	$763,084,000	$2,798,326,000
288	CERN	Year 3	1/2/2016	2016	$4,425,267,000	$750,781,000	$2,262,024,000	$539,799,000	$91,527,000	Health Care	Health Care Technology	0.83	0.18	$781,136,000	$3,674,486,000
289	CERN	Year 4	12/31/2016	2016	$4,796,473,000	$779,116,000	$2,464,380,000	$551,418,000	$90,546,000	Health Care	Health Care Technology	0.84	0.19	$911,013,000	$4,017,357,000
290	CF	Year 1	12/31/2012	2012	$6,104,000,000	$2,990,700,000	$200,900,000	$0	$0	Materials	Fertilizers & Agricultural Chemicals	0.51	0.48	$2,912,400,000	$3,113,300,000
